reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
tip,dip,thip,"{'mean_confidence': 0.9996845722198486, 'min_confidence': 0.9878865480422974, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9939698576927185, 'min_confidence': 0.4550684094429016, 'max_confidence': 0.9999994039535522}",3.06,2.621625,1.0,1.0,"{'original_duration': 3.06, 'adjusted_duration': 2.621625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.215, 'total_adjusted_duration': 2.101161506903326, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.425, 'total_adjusted_duration': 0.27279246481639285, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.065, 'total_adjusted_duration': 0.03630440662295548, 'tempo_ratio': 1.790416262}, 'ih': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.05406313347838408, 'tempo_ratio': 1.664720378}, 'pcl': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.07787104306081791, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.07939532088769864, 'tempo_ratio': 1.637376089}}}",0084.wav
car,he,i,"{'mean_confidence': 0.9743701219558716, 'min_confidence': 0.39181390404701233, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.8706516623497009, 'min_confidence': 0.2933385670185089, 'max_confidence': 0.9997554421424866}",2.595,1.8970625,1.0,1.0,"{'original_duration': 2.595, 'adjusted_duration': 1.8970625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.2550000000000001, 'total_adjusted_duration': 1.1905000863041417, 'tempo_ratio': 1.05417884}, 'kcl': {'count': 2, 'total_original_duration': 0.5775, 'total_adjusted_duration': 0.2935849138699161, 'tempo_ratio': 1.967062927}, 'k': {'count': 2, 'total_original_duration': 0.365, 'total_adjusted_duration': 0.18376972660396523, 'tempo_ratio': 1.98618133}, 'aa': {'count': 1, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.06810912040064598, 'tempo_ratio': 1.871995986}, 'r': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.16113866304998586, 'tempo_ratio': 1.566973408}}}",0085.wav
read as in i can read,doyo it,do you wis,"{'mean_confidence': 0.9813467264175415, 'min_confidence': 0.4561043977737427, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9574633240699768, 'min_confidence': 0.2750855088233948, 'max_confidence': 0.9999977350234985}",2.955,2.5509375,1.0,1.0,"{'original_duration': 2.955, 'adjusted_duration': 2.5509375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.215, 'total_adjusted_duration': 2.101161506903326, 'tempo_ratio': 1.05417884}, 'r': {'count': 1, 'total_original_duration': 0.38, 'total_adjusted_duration': 0.2425057107286916, 'tempo_ratio': 1.566973408}, 'iy': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.11089318803228834, 'tempo_ratio': 1.555550914}, 'd': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09634630988399724, 'tempo_ratio': 1.790416262}}}",0086.wav
swarm,swurm,slum,"{'mean_confidence': 0.9929300546646118, 'min_confidence': 0.5559144020080566, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9980065226554871, 'min_confidence': 0.8417729735374451, 'max_confidence': 0.9999997615814209}",2.555,2.1345625,1.0,1.0,"{'original_duration': 2.555, 'adjusted_duration': 2.1345625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.775, 'total_adjusted_duration': 1.683775022462033, 'tempo_ratio': 1.05417884}, 's': {'count': 1, 'total_original_duration': 0.255, 'total_adjusted_duration': 0.1513345157417543, 'tempo_ratio': 1.685008861}, 'w': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.07405505833856409, 'tempo_ratio': 1.755450646}, 'aa': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.041399661420000504, 'tempo_ratio': 1.871995986}, 'r': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.03988580768564006, 'tempo_ratio': 1.566973408}, 'm': {'count': 1, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.14411268839217514, 'tempo_ratio': 1.752101101}}}",0087.wav
warm,a wom,tat one,"{'mean_confidence': 0.9867063164710999, 'min_confidence': 0.57879638671875, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9906202554702759, 'min_confidence': 0.5805144309997559, 'max_confidence': 0.9999997615814209}",3.65,3.331625,2.0,2.0,"{'original_duration': 3.65, 'adjusted_duration': 3.331625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.315, 'total_adjusted_duration': 3.144627718006557, 'tempo_ratio': 1.05417884}, 'w': {'count': 1, 'total_original_duration': 0.0925, 'total_adjusted_duration': 0.05269302227936291, 'tempo_ratio': 1.755450646}, 'ao': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.04494869747934136, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.022336052303958437, 'tempo_ratio': 1.566973408}, 'm': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.06706234014289338, 'tempo_ratio': 1.752101101}}}",0090.wav
fair,they're,there,"{'mean_confidence': 0.9925488233566284, 'min_confidence': 0.6288648247718811, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9959880709648132, 'min_confidence': 0.5346822738647461, 'max_confidence': 0.9999997615814209}",2.99,2.423625,1.0,1.0,"{'original_duration': 2.99, 'adjusted_duration': 2.423625, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 1.7349999999999999, 'total_adjusted_duration': 1.6458307966037338, 'tempo_ratio': 1.05417884}, 'f': {'count': 2, 'total_original_duration': 0.68, 'total_adjusted_duration': 0.41700954740108553, 'tempo_ratio': 1.630658109}, 'eh': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.13904462053171762, 'tempo_ratio': 1.582225901}, 'r': {'count': 1, 'total_original_duration': 0.3475, 'total_adjusted_duration': 0.22176509073215872, 'tempo_ratio': 1.566973408}}}",0091.wav
gadget,get tis,get thim,"{'mean_confidence': 0.9824973344802856, 'min_confidence': 0.5040327310562134, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9781205058097839, 'min_confidence': 0.3923872411251068, 'max_confidence': 0.9999982118606567}",3.375,2.892125,2.0,2.0,"{'original_duration': 3.375, 'adjusted_duration': 2.892125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.4275, 'total_adjusted_duration': 2.3027402067755407, 'tempo_ratio': 1.05417884}, 'gcl': {'count': 1, 'total_original_duration': 0.2575, 'total_adjusted_duration': 0.18825081649514888, 'tempo_ratio': 1.367855953}, 'g': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.15358193886228222, 'tempo_ratio': 1.562683749}, 'ae': {'count': 1, 'total_original_duration': 0.1825, 'total_adjusted_duration': 0.10424750531135756, 'tempo_ratio': 1.750641413}, 'y': {'count': 1, 'total_original_duration': 0.15, 'total_adjusted_duration': 0.07724901213499788, 'tempo_ratio': 1.941772404}, 'ih': {'count': 1, 'total_original_duration': 0.11, 'total_adjusted_duration': 0.06607716314024721, 'tempo_ratio': 1.664720378}}}",0092.wav
but he always answers banana oil,but he alway anded thben an e or,but i atended ginan aral,"{'mean_confidence': 0.9583554863929749, 'min_confidence': 0.39516526460647583, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9297880530357361, 'min_confidence': 0.3163153827190399, 'max_confidence': 0.9999227523803711}",9.315,6.7944375,1.0,0.8333333333333334,"{'original_duration': 9.315, 'adjusted_duration': 6.7944375, 'phoneme_stats': {'noi': {'count': 4, 'total_original_duration': 3.6875, 'total_adjusted_duration': 3.49798332131197, 'tempo_ratio': 1.05417884}, 'bcl': {'count': 5, 'total_original_duration': 1.3125000000000002, 'total_adjusted_duration': 0.8137154126520763, 'tempo_ratio': 1.612971783}, 'b': {'count': 5, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.10608674295437866, 'tempo_ratio': 1.673159106}, 'ah': {'count': 4, 'total_original_duration': 0.4075, 'total_adjusted_duration': 0.19222610625041547, 'tempo_ratio': 2.119899362}, 't': {'count': 1, 'total_original_duration': 0.0275, 'total_adjusted_duration': 0.016692130410443373, 'tempo_ratio': 1.647482935}, 'hh': {'count': 2, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.11971365285388448, 'tempo_ratio': 1.440938405}, 'iy': {'count': 3, 'total_original_duration': 0.8925, 'total_adjusted_duration': 0.5737517119931441, 'tempo_ratio': 1.555550914}, 'ao': {'count': 1, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.1565954621860925, 'tempo_ratio': 1.724187893}, 'w': {'count': 1, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.07263092260128401, 'tempo_ratio': 1.755450646}, 'ae': {'count': 4, 'total_original_duration': 0.46499999999999997, 'total_adjusted_duration': 0.2656169313412672, 'tempo_ratio': 1.750641413}, 'n': {'count': 4, 'total_original_duration': 1.0450000000000002, 'total_adjusted_duration': 0.6012756206713769, 'tempo_ratio': 1.737971679}, 'd': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.03490808329130335, 'tempo_ratio': 1.790416262}, 'er': {'count': 1, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.09633343466688493, 'tempo_ratio': 2.024219324}, 'oy': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.13982819305215183, 'tempo_ratio': 1.913061981}, 'l': {'count': 1, 'total_original_duration': 0.1925, 'total_adjusted_duration': 0.10698924969962602, 'tempo_ratio': 1.799246191}}}",0093.wav
double,that bolh,the boh,"{'mean_confidence': 0.9801353812217712, 'min_confidence': 0.46165457367897034, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9938483238220215, 'min_confidence': 0.8353280425071716, 'max_confidence': 0.9999996423721313}",2.635,2.277625,2.0,2.0,"{'original_duration': 2.635, 'adjusted_duration': 2.277625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1125, 'total_adjusted_duration': 2.0039294281414337, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.0475, 'total_adjusted_duration': 0.030488569597126265, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.023737496638086282, 'tempo_ratio': 1.790416262}, 'ah': {'count': 2, 'total_original_duration': 0.26249999999999996, 'total_adjusted_duration': 0.12382663286069709, 'tempo_ratio': 2.119899362}, 'b': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.09562748660676387, 'tempo_ratio': 1.673159106}}}",0094.wav
beta,biter,tit biter,"{'mean_confidence': 0.985586941242218, 'min_confidence': 0.6261101961135864, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.970916211605072, 'min_confidence': 0.34676167368888855, 'max_confidence': 0.999998927116394}",3.855,3.375625,1.0,2.0,"{'original_duration': 3.855, 'adjusted_duration': 3.375625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.13, 'total_adjusted_duration': 2.969135673411923, 'tempo_ratio': 1.05417884}, 'bcl': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.09609591539891184, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.03287194852107508, 'tempo_ratio': 1.673159106}, 'ey': {'count': 1, 'total_original_duration': 0.1475, 'total_adjusted_duration': 0.09609670419694023, 'tempo_ratio': 1.534912162}, 'd': {'count': 1, 'total_original_duration': 0.12, 'total_adjusted_duration': 0.06702351991930243, 'tempo_ratio': 1.790416262}, 'ah': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.1143922227379773, 'tempo_ratio': 2.119899362}}}",0095.wav
glow,i love,logh,"{'mean_confidence': 0.9719954133033752, 'min_confidence': 0.34247031807899475, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9947181940078735, 'min_confidence': 0.6406445503234863, 'max_confidence': 0.9999997615814209}",3.005,2.6799375,2.0,1.0,"{'original_duration': 3.005, 'adjusted_duration': 2.6799375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.5525, 'total_adjusted_duration': 2.4213159125827266, 'tempo_ratio': 1.05417884}, 'l': {'count': 1, 'total_original_duration': 0.1925, 'total_adjusted_duration': 0.10698924969962602, 'tempo_ratio': 1.799246191}, 'ow': {'count': 1, 'total_original_duration': 0.2475, 'total_adjusted_duration': 0.1516485147561008, 'tempo_ratio': 1.632063462}}}",0096.wav
air,there er,here i am,"{'mean_confidence': 0.9897446632385254, 'min_confidence': 0.6167151927947998, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9800847172737122, 'min_confidence': 0.4610508978366852, 'max_confidence': 0.9999996423721313}",3.225,2.7828125,2.0,3.0,"{'original_duration': 3.225, 'adjusted_duration': 2.7828125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.3525, 'total_adjusted_duration': 2.2315947832912295, 'tempo_ratio': 1.05417884}, 'eh': {'count': 2, 'total_original_duration': 0.655, 'total_adjusted_duration': 0.41397375658306834, 'tempo_ratio': 1.582225901}, 'r': {'count': 1, 'total_original_duration': 0.215, 'total_adjusted_duration': 0.1372071784386018, 'tempo_ratio': 1.566973408}}}",0097.wav
well he is nearly ninety three years old,why she is wiling niney thre years old,likeshe is wely noed we it al,"{'mean_confidence': 0.9886102080345154, 'min_confidence': 0.5290361642837524, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9619553089141846, 'min_confidence': 0.3941764235496521, 'max_confidence': 0.9999986886978149}",8.355,6.4896875,0.625,0.875,"{'original_duration': 8.355, 'adjusted_duration': 6.4896875, 'phoneme_stats': {'noi': {'count': 5, 'total_original_duration': 3.99, 'total_adjusted_duration': 3.7849365293653587, 'tempo_ratio': 1.05417884}, 'w': {'count': 2, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.09826536587232543, 'tempo_ratio': 1.755450646}, 'eh': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.08848294033836576, 'tempo_ratio': 1.582225901}, 'l': {'count': 3, 'total_original_duration': 0.23750000000000002, 'total_adjusted_duration': 0.13199972365538276, 'tempo_ratio': 1.799246191}, 'hh': {'count': 4, 'total_original_duration': 1.0375, 'total_adjusted_duration': 0.7200168975994502, 'tempo_ratio': 1.440938405}, 'iy': {'count': 6, 'total_original_duration': 0.87, 'total_adjusted_duration': 0.5592873831193673, 'tempo_ratio': 1.555550914}, 'ih': {'count': 3, 'total_original_duration': 0.29250000000000004, 'total_adjusted_duration': 0.17570518380474828, 'tempo_ratio': 1.664720378}, 'z': {'count': 2, 'total_original_duration': 0.27749999999999997, 'total_adjusted_duration': 0.11684789127553918, 'tempo_ratio': 2.374882396}, 'd': {'count': 2, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.09774263321564938, 'tempo_ratio': 1.790416262}, 'uw': {'count': 1, 'total_original_duration': 0.0675, 'total_adjusted_duration': 0.037391940449642176, 'tempo_ratio': 1.805201848}, 'n': {'count': 2, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.1136382153900449, 'tempo_ratio': 1.737971679}, 'ay': {'count': 1, 'total_original_duration': 0.3575, 'total_adjusted_duration': 0.26261974579805814, 'tempo_ratio': 1.361283779}, 't': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.07435585364652048, 'tempo_ratio': 1.647482935}, 'y': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.10428616638224715, 'tempo_ratio': 1.941772404}, 'ow': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.12407605752771886, 'tempo_ratio': 1.632063462}}}",0098.wav
alpha,the alpha,te ever,"{'mean_confidence': 0.9967886805534363, 'min_confidence': 0.6948165893554688, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9615610837936401, 'min_confidence': 0.49357056617736816, 'max_confidence': 0.9999979734420776}",3.035,2.5501875,1.0,2.0,"{'original_duration': 3.035, 'adjusted_duration': 2.5501875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.225, 'total_adjusted_duration': 2.1106475633679005, 'tempo_ratio': 1.05417884}, 'ae': {'count': 2, 'total_original_duration': 0.365, 'total_adjusted_duration': 0.2084950106227151, 'tempo_ratio': 1.750641413}, 'l': {'count': 1, 'total_original_duration': 0.165, 'total_adjusted_duration': 0.09170507117110802, 'tempo_ratio': 1.799246191}, 'f': {'count': 1, 'total_original_duration': 0.085, 'total_adjusted_duration': 0.05212619342513569, 'tempo_ratio': 1.630658109}, 'ah': {'count': 1, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.08726829363515795, 'tempo_ratio': 2.119899362}}}",0099.wav
twice each day he plays skillfully and with zest upon our small organ,twin and eighty-da he played scolfuly and with tatenapan an armsmalorgan,toin eightyn da he played scilfoly and with san apana o altbum taorgan,"{'mean_confidence': 0.9606181383132935, 'min_confidence': 0.33327236771583557, 'max_confidence': 0.9999986886978149}","{'mean_confidence': 0.936049222946167, 'min_confidence': 0.26609525084495544, 'max_confidence': 0.9999970197677612}",18.4450625,13.9230625,0.7692307692307693,0.7692307692307693,"{'original_duration': 18.4450625, 'adjusted_duration': 13.9230625, 'phoneme_stats': {'noi': {'count': 12, 'total_original_duration': 8.125, 'total_adjusted_duration': 7.707420877467052, 'tempo_ratio': 1.05417884}, 'tcl': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.10594973808412961, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.021244529613291565, 'tempo_ratio': 1.647482935}, 'w': {'count': 4, 'total_original_duration': 0.65, 'total_adjusted_duration': 0.3702752916928205, 'tempo_ratio': 1.755450646}, 'ay': {'count': 1, 'total_original_duration': 0.205, 'total_adjusted_duration': 0.15059314094713824, 'tempo_ratio': 1.361283779}, 'iy': {'count': 3, 'total_original_duration': 1.1500000000000001, 'total_adjusted_duration': 0.7392879202152557, 'tempo_ratio': 1.555550914}, 'd': {'count': 2, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.03490808329130335, 'tempo_ratio': 1.790416262}, 'dcl': {'count': 2, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.1556521711011183, 'tempo_ratio': 1.557960922}, 'ey': {'count': 2, 'total_original_duration': 1.5225, 'total_adjusted_duration': 0.9919134382362136, 'tempo_ratio': 1.534912162}, 'pcl': {'count': 2, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.09733880382602239, 'tempo_ratio': 1.66942672}, 'p': {'count': 2, 'total_original_duration': 0.08249999999999999, 'total_adjusted_duration': 0.050385492101808746, 'tempo_ratio': 1.637376089}, 'l': {'count': 4, 'total_original_duration': 0.53, 'total_adjusted_duration': 0.2945678043678015, 'tempo_ratio': 1.799246191}, 'z': {'count': 1, 'total_original_duration': 0.34, 'total_adjusted_duration': 0.14316498390516516, 'tempo_ratio': 2.374882396}, 'kcl': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.03939884125527012, 'tempo_ratio': 1.967062927}, 'k': {'count': 1, 'total_original_duration': 0.0825, 'total_adjusted_duration': 0.04153699299952639, 'tempo_ratio': 1.98618133}, 'ih': {'count': 3, 'total_original_duration': 0.2925, 'total_adjusted_duration': 0.17570518380474828, 'tempo_ratio': 1.664720378}, 'f': {'count': 1, 'total_original_duration': 0.1125, 'total_adjusted_duration': 0.06899055012150312, 'tempo_ratio': 1.630658109}, 'ah': {'count': 2, 'total_original_duration': 0.3275, 'total_adjusted_duration': 0.15448846575953637, 'tempo_ratio': 2.119899362}, 'ae': {'count': 1, 'total_original_duration': 0.35, 'total_adjusted_duration': 0.1999267225149323, 'tempo_ratio': 1.750641413}, 'n': {'count': 3, 'total_original_duration': 0.8374999999999999, 'total_adjusted_duration': 0.4818835715906968, 'tempo_ratio': 1.737971679}, 'th': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.09733300597369784, 'tempo_ratio': 1.438361002}, 'eh': {'count': 1, 'total_original_duration': 0.1925, 'total_adjusted_duration': 0.12166404296525292, 'tempo_ratio': 1.582225901}, 'aa': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.10817330887161422, 'tempo_ratio': 1.871995986}, 'aw': {'count': 2, 'total_original_duration': 0.815, 'total_adjusted_duration': 0.4163424444579792, 'tempo_ratio': 1.957523214}, 'er': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.08027786222240411, 'tempo_ratio': 2.024219324}, 's': {'count': 2, 'total_original_duration': 0.35250000000000004, 'total_adjusted_duration': 0.20919771293713096, 'tempo_ratio': 1.685008861}, 'm': {'count': 2, 'total_original_duration': 0.23249999999999998, 'total_adjusted_duration': 0.13269782198487415, 'tempo_ratio': 1.752101101}, 'ao': {'count': 2, 'total_original_duration': 0.4775, 'total_adjusted_duration': 0.27694197479207094, 'tempo_ratio': 1.724187893}, 'o': {'count': 1, 'total_original_duration': 0.4, 'total_adjusted_duration': 0.4, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.0475, 'total_adjusted_duration': 0.03031321384108645, 'tempo_ratio': 1.566973408}, 'g': {'count': 1, 'total_original_duration': 0.04, 'total_adjusted_duration': 0.02559698981038037, 'tempo_ratio': 1.562683749}}}",0100.wav
horn,huln,won,"{'mean_confidence': 0.9927294850349426, 'min_confidence': 0.5113776922225952, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9851818680763245, 'min_confidence': 0.5893260836601257, 'max_confidence': 0.9999997615814209}",3.63,3.185875,1.0,1.0,"{'original_duration': 3.63, 'adjusted_duration': 3.185875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.7775, 'total_adjusted_duration': 2.63475218303566, 'tempo_ratio': 1.05417884}, 'hh': {'count': 1, 'total_original_duration': 0.4925, 'total_adjusted_duration': 0.3417911538002209, 'tempo_ratio': 1.440938405}, 'ao': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.0507485294121596, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.12, 'total_adjusted_duration': 0.07658075075642892, 'tempo_ratio': 1.566973408}, 'n': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.08199213009155139, 'tempo_ratio': 1.737971679}}}",0102.wav
torn,dhe wive,doive,"{'mean_confidence': 0.9757440090179443, 'min_confidence': 0.4990355670452118, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9650961756706238, 'min_confidence': 0.27781540155410767, 'max_confidence': 0.9999995231628418}",3.005,2.520625,2.0,1.0,"{'original_duration': 3.005, 'adjusted_duration': 2.520625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.065, 'total_adjusted_duration': 1.958870659934703, 'tempo_ratio': 1.05417884}, 'tcl': {'count': 1, 'total_original_duration': 0.465, 'total_adjusted_duration': 0.27755846878377616, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.1125, 'total_adjusted_duration': 0.06828598804272289, 'tempo_ratio': 1.647482935}, 'ao': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.0507485294121596, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.08455791229355694, 'tempo_ratio': 1.566973408}, 'n': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.08055367166889262, 'tempo_ratio': 1.737971679}}}",0103.wav
two,do,do,"{'mean_confidence': 0.9986021518707275, 'min_confidence': 0.966068685054779, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9988765120506287, 'min_confidence': 0.8968489170074463, 'max_confidence': 0.9999997615814209}",2.725,2.1806875,1.0,1.0,"{'original_duration': 2.725, 'adjusted_duration': 2.1806875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.5475, 'total_adjusted_duration': 1.4679672378929556, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.71, 'total_adjusted_duration': 0.45572388239915046, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.09355366322069299, 'tempo_ratio': 1.790416262}, 'uw': {'count': 1, 'total_original_duration': 0.295, 'total_adjusted_duration': 0.16341662863176948, 'tempo_ratio': 1.805201848}}}",0104.wav
corn,kun,gon,"{'mean_confidence': 0.9857816100120544, 'min_confidence': 0.45940783619880676, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9752568602561951, 'min_confidence': 0.5012508034706116, 'max_confidence': 0.999998927116394}",2.86,2.418625,1.0,1.0,"{'original_duration': 2.86, 'adjusted_duration': 2.418625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1325, 'total_adjusted_duration': 2.022901541070583, 'tempo_ratio': 1.05417884}, 'kcl': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.08642326468897964, 'tempo_ratio': 1.967062927}, 'k': {'count': 1, 'total_original_duration': 0.085, 'total_adjusted_duration': 0.04279568975708779, 'tempo_ratio': 1.98618133}, 'w': {'count': 1, 'total_original_duration': 0.1125, 'total_adjusted_duration': 0.06408610817760353, 'tempo_ratio': 1.755450646}, 'ao': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.04639865546254592, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.05105383383761928, 'tempo_ratio': 1.566973408}, 'n': {'count': 1, 'total_original_duration': 0.1825, 'total_adjusted_duration': 0.10500746485409214, 'tempo_ratio': 1.737971679}}}",0105.wav
stick,dick,tick,"{'mean_confidence': 0.9996588826179504, 'min_confidence': 0.9568397998809814, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9892193078994751, 'min_confidence': 0.6450479030609131, 'max_confidence': 0.9999990463256836}",2.94,2.602375,1.0,1.0,"{'original_duration': 2.94, 'adjusted_duration': 2.602375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.49, 'total_adjusted_duration': 2.3620280596791337, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.035, 'total_adjusted_duration': 0.02246526180840883, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.040493376617911886, 'tempo_ratio': 1.790416262}, 'ih': {'count': 1, 'total_original_duration': 0.1025, 'total_adjusted_duration': 0.061571902017048534, 'tempo_ratio': 1.664720378}, 'k': {'count': 1, 'total_original_duration': 0.23, 'total_adjusted_duration': 0.11580010169564932, 'tempo_ratio': 1.98618133}}}",0106.wav
